area,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,price,city_Islamabad,city_Karachi,city_Lahore,city_Peshawar,city_Rawalpindi,location,location_type_High,location_type_Low,location_type_Medium
125,1,1,0,1,1,1,0,1,8.5,0,0,0,0,1,Bahria Greens - Overseas Enclave,0,0,1
125,1,1,0,1,1,1,1,1,7.2,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,0,1,1,1,0,0,6,0,0,0,0,1,Bahria Town Phase 8,0,1,0
500,0,0,0,0,0,0,1,0,24.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,21,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,22.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,22,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,18,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,19,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,20,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,1,17.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,0,19.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,17.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,1,0,0,18,0,0,0,1,0,Regi Model Town,0,1,0
500,0,0,0,0,0,1,0,0,14.5,0,0,0,1,0,Regi Model Town,0,1,0
500,0,0,0,0,0,1,0,0,13.5,0,0,0,1,0,Regi Model Town,0,1,0
500,0,0,0,0,0,1,0,0,15.5,0,0,0,1,0,Regi Model Town,0,1,0
500,0,0,0,0,0,0,1,0,23.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,18.8,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,18.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,19.8,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,20.3,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,20.8,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,21.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,21.8,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,22.2,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,20.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,1,1,1,0,20.8,0,0,0,1,0,Regi Model Town Phase 4,0,1,0
500,0,0,0,0,0,0,1,1,22,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,1,1,1,1,53.5,0,0,0,1,0,Hayatabad Phase 7,0,0,1
500,0,0,0,0,0,0,1,1,23,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,1,1,1,0,21,0,0,0,1,0,Regi Model Town Phase 4,0,1,0
500,0,0,0,1,0,0,0,0,20.5,0,0,0,1,0,Regi Model Town Phase 3,0,1,0
500,0,0,0,1,0,0,0,1,13.2,0,0,0,1,0,Regi Model Town Phase 1,0,1,0
500,0,0,0,1,0,0,0,0,17,0,0,0,1,0,Regi Model Town Phase 3,0,1,0
500,0,0,0,0,1,1,1,0,18,0,0,0,1,0,Regi Model Town Phase 4,0,1,0
500,0,0,0,0,0,1,0,1,57.5,0,0,0,1,0,Hayatabad Phase 6,0,0,1
500,0,0,0,0,0,0,1,1,21.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,26.2,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,0,26.5,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,0,15.3,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,1,19.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,20,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,20.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,21,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,25,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,25.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,26,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,26.5,0,0,0,1,0,DHA Defence,0,1,0
500,0,0,0,1,0,0,1,0,48,0,0,0,1,0,Hayatabad Phase 1,0,0,1
500,0,0,0,0,0,0,1,0,24,0,0,0,1,0,DHA Phase 1,0,1,0
500,0,0,0,0,0,0,1,1,43.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,51.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,44,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,0,1,26.5,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,1,0,1,1,0,47,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,1,22,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,0,0,0,1,1,42.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,38.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,1,0,36.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,0,45.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,0,57.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,1,14,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,1,0,0,0,62.5,1,0,0,0,0,G-14,0,0,1
500,0,0,0,1,1,0,1,0,24.8,1,0,0,0,0,MPCHS - Multi Gardens,0,1,0
500,0,0,0,1,1,0,1,1,27.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,0,0,0,1,1,47.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,1,1,0,1,9,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,15,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,0,1,1,1,16,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,0,1,1,1,28,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,0,1,0,1,0,1,28.5,1,0,0,0,0,DHA Defence Phase 4,0,0,1
500,0,0,0,1,0,1,1,0,50,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,0,58,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,1,0,0,1,22,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,0,1,1,0,49,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,1,32.5,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,1,0,0,0,1,0,21,1,0,0,0,0,D-17,0,1,0
500,0,0,1,0,0,0,1,0,18.5,1,0,0,0,0,D-17,0,1,0
500,0,0,0,1,0,1,1,0,46.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,1,0,0,1,0,0,55,1,0,0,0,0,Park Enclave,0,0,1
500,0,0,1,0,0,1,1,0,38,1,0,0,0,0,G-16,0,0,1
500,0,0,1,0,0,1,0,1,37.5,1,0,0,0,0,Bahria Enclave,0,0,1
500,0,0,0,1,0,1,0,1,25.5,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,1,0,1,1,0,51,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,0,0,0,1,1,46,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,50,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,1,0,0,1,20,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,1,0,1,1,37,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,0,0,0,1,1,35,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,1,0,1,1,35,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,0,0,0,1,1,55,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,1,1,0,1,16,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,14,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,1,0,1,0,1,1,35,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,0,1,1,0,1,1,32,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,0,0,0,1,1,22.5,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,1,1,20,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,1,0,1,1,35.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,0,1,1,29.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,0,0,0,1,1,29.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,1,1,0,1,17,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,14.5,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,12,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,11,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,0,1,1,0,57,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,1,1,0,0,0,0,17.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,0,0,1,104.5,1,0,0,0,0,D-12,1,0,0
500,0,0,0,1,1,0,1,0,14,1,0,0,0,0,MPCHS - Multi Gardens,0,1,0
500,0,0,1,1,0,0,1,0,12,1,0,0,0,0,Park Road Housing Scheme,0,1,0
500,0,0,0,1,1,0,1,1,25,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,1,0,1,0,0,1,7.5,1,0,0,0,0,E-16/1,0,1,0
500,0,0,0,0,0,0,1,1,23,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,1,1,26.5,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,0,1,1,0,55.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,0,55,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,1,0,1,1,36,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,1,0,1,13.5,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,13,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,0,1,1,1,0,1,12.5,1,0,0,0,0,AGHOSH Phase 2,0,1,0
500,0,0,1,0,0,1,0,1,33.5,1,0,0,0,0,Bahria Enclave,0,0,1
500,0,0,0,1,0,1,0,1,26,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,1,1,0,1,1,31,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,0,1,1,0,45,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,1,25,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,0,1,1,0,37,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,1,0,1,1,31.8,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,1,1,0,12.5,1,0,0,0,0,Kashmir Highway,0,1,0
500,0,0,0,1,1,0,0,1,20.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,0,0,0,1,1,34,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,1,1,12.5,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,1,0,1,1,16.5,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,0,1,1,0,40,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,1,0,0,1,18.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,1,0,0,1,16,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,0,0,0,1,1,26.5,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,1,0,1,0,1,1,42.5,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,1,1,0,1,0,1,21,1,0,0,0,0,National Police Foundation O-9,0,1,0
500,0,0,1,1,0,1,0,1,22,1,0,0,0,0,National Police Foundation O-9,0,1,0
500,0,0,1,1,0,1,0,1,23,1,0,0,0,0,National Police Foundation O-9,0,1,0
500,0,0,0,1,1,0,1,0,11,1,0,0,0,0,MPCHS - Multi Gardens,0,1,0
500,0,0,0,1,0,1,1,1,30,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,0,1,1,0,1,1,31.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,1,1,0,1,0,1,24,1,0,0,0,0,National Police Foundation O-9,0,1,0
500,0,0,1,1,0,1,0,1,26,1,0,0,0,0,National Police Foundation O-9,0,1,0
500,0,0,1,1,0,1,1,0,10,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,0,1,0,1,1,0,44,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,1,0,1,1,25.5,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,0,1,1,1,5.5,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,1,0,0,1,0,1,27.5,1,0,0,0,0,Bahria Enclave,0,0,1
500,0,0,0,1,1,0,0,0,47,1,0,0,0,0,G-14,0,0,1
500,0,0,1,0,0,1,1,0,3.6,1,0,0,0,0,G-16,0,1,0
500,0,0,1,1,1,0,0,0,11.5,1,0,0,0,0,D-18,0,1,0
500,0,0,0,0,0,0,1,1,45.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,0,1,22.5,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,0,0,0,1,1,19,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,1,0,0,0,0,1,3.8,1,0,0,0,0,PECHS,0,1,0
500,0,0,1,0,0,0,0,1,6.5,1,0,0,0,0,PECHS,0,1,0
500,0,0,0,1,1,0,0,1,23.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,0,0,0,1,1,51,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,1,0,43.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,0,0,0,1,1,9.5,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,0,1,22.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,0,1,1,0,43,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,1,0,0,0,0,1,5,1,0,0,0,0,PECHS,0,1,0
500,0,0,0,1,1,1,0,0,43.5,1,0,0,0,0,Park View City,0,0,1
500,0,0,0,0,0,0,1,1,26,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,1,1,0,1,1,0,10.5,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,1,0,0,0,0,1,5.5,1,0,0,0,0,PECHS,0,1,0
500,0,0,0,0,0,0,1,1,36,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,32.5,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,1,0,1,1,1,13.5,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,1,1,0,0,0,0,22.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,0,1,0,1,1,0,46,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,1,0,1,1,0,52.5,1,0,0,0,0,DHA Defence Phase 2,0,0,1
500,0,0,0,0,0,0,1,1,8.8,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,0,0,0,1,1,9,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,1,0,0,1,1,0,22,1,0,0,0,0,G-16,0,1,0
500,0,0,0,1,1,0,1,1,22.5,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,0,0,0,1,1,43,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,1,1,1,0,1,1,27.5,1,0,0,0,0,Gulberg Greens,0,0,1
500,0,0,0,1,0,1,1,1,34,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,0,0,0,0,1,1,45,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,1,0,1,0,1,1,45,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,0,0,0,0,1,1,31,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,1,0,1,0,1,1,39.5,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,1,1,0,0,0,0,18.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,0,1,0,1,1,36,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,0,0,0,0,1,1,23.5,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,1,1,30.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,1,1,0,1,1,0,11.5,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,0,1,1,0,1,1,29,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,0,1,1,22.8,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,1,0,1,1,21.2,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,0,1,1,0,1,1,28.3,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,0,0,1,19.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,0,1,0,1,25,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,1,1,0,1,1,27,1,0,0,0,0,DHA Defence Phase 5,0,1,0
500,0,0,1,0,1,0,1,1,40,1,0,0,0,0,DHA Defence Phase 1,0,0,1
500,0,0,1,1,0,0,0,0,15.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,0,1,0,1,0,1,24,1,0,0,0,0,DHA Defence Phase 4,0,1,0
500,0,0,0,1,0,1,0,1,27.5,1,0,0,0,0,DHA Defence Phase 4,0,0,1
500,0,0,1,1,0,0,0,0,18,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,0,0,0,16.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,1,1,0,11,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,0,1,0,1,1,1,31,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,0,1,0,1,1,1,7.5,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,0,1,1,1,6,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,1,1,0,0,0,0,16.7,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,0,1,1,0,1,1,33,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,1,1,0,1,1,0,17.5,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,1,1,0,1,1,0,9.5,1,0,0,0,0,DHA Defence Phase 6,0,1,0
500,0,0,0,0,0,0,1,1,8.6,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,0,1,13.5,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,0,1,1,1,12.3,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,0,0,1,1,0,0,0,50,1,0,0,0,0,G-14,0,0,1
500,0,0,0,1,1,1,1,0,13.5,1,0,0,0,0,Kashmir Highway,0,1,0
500,0,0,0,1,0,1,1,1,33.8,1,0,0,0,0,Gulberg Residencia,0,0,1
500,0,0,1,0,0,1,0,1,36,1,0,0,0,0,Bahria Enclave,0,0,1
500,0,0,0,1,1,0,0,0,52,1,0,0,0,0,G-14,0,0,1
500,0,0,0,1,1,0,0,0,42.5,1,0,0,0,0,G-14,0,0,1
500,0,0,1,1,1,1,1,1,16,1,0,0,0,0,D-13,0,1,0
500,0,0,1,1,0,0,0,1,97.5,1,0,0,0,0,D-12,0,0,1
500,0,0,0,1,1,0,0,1,17,1,0,0,0,0,Top City 1,0,1,0
500,0,0,0,1,1,0,0,0,57.5,1,0,0,0,0,G-14,0,0,1
500,0,0,0,0,0,0,1,1,37,1,0,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,22,1,0,0,0,0,DHA Defence,0,1,0
500,0,0,0,1,1,0,1,1,34,1,0,0,0,0,DHA Defence Phase 5,0,0,1
500,0,0,0,1,1,0,0,1,18,1,0,0,0,0,Top City 1,0,1,0
500,0,0,1,1,0,0,0,0,13.2,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,0,0,0,14.2,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,0,0,0,12,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,0,0,1,0,1,23.5,1,0,0,0,0,Bahria Enclave,0,1,0
500,0,0,1,1,0,0,0,0,12.2,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,1,1,0,0,0,0,20.5,1,0,0,0,0,DHA Defence Phase 3,0,1,0
500,0,0,0,0,0,0,1,1,33,1,0,0,0,0,DHA Defence,0,0,1
500,0,1,0,0,0,0,1,0,16,1,0,0,0,0,Fazaia Housing Scheme,0,1,0
500,0,0,0,1,0,1,1,1,27,1,0,0,0,0,Gulberg Residencia,0,1,0
500,0,1,0,0,0,0,1,1,6.8,0,1,0,0,0,DHA City Karachi,0,1,0
500,0,1,0,0,0,1,0,0,10.5,0,1,0,0,0,DHA City - Sector 5,0,1,0
500,0,1,0,0,0,1,0,1,9.5,0,1,0,0,0,DHA City - Sector 6,0,1,0
500,0,1,0,0,0,1,1,0,7.7,0,1,0,0,0,DHA City - Sector 10,0,1,0
500,0,1,0,0,0,1,1,1,8.45,0,1,0,0,0,DHA City - Sector 9,0,1,0
500,0,1,0,0,1,0,0,0,9.2,0,1,0,0,0,DHA City - Sector 7,0,1,0
500,0,1,0,0,1,0,0,1,11.1,0,1,0,0,0,DHA City - Sector 3,0,1,0
500,0,1,0,0,1,0,1,0,4,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,6.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,1,12,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,0,1,1,10.5,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,0,1,0,9,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,11,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,6,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,9.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,15.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,13,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,7,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,8.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,4.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,1,0,0,7.5,0,1,0,0,0,Bahria Sports City,0,1,0
500,0,1,0,0,1,0,1,0,13.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,11.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,0,1,0,0,9.5,0,1,0,0,0,DHA City - Sector 5,0,1,0
500,0,1,0,0,0,1,0,0,9,0,1,0,0,0,DHA City - Sector 5,0,1,0
500,0,1,0,0,1,0,0,1,11,0,1,0,0,0,DHA City - Sector 3,0,1,0
500,0,1,0,0,1,0,0,1,13,0,1,0,0,0,DHA City - Sector 3,0,1,0
500,0,1,0,0,0,1,1,0,8.5,0,1,0,0,0,DHA City - Sector 10,0,1,0
500,0,1,0,0,1,1,0,1,9.5,0,1,0,0,0,DHA City - Sector 2,0,1,0
500,0,1,0,0,1,0,1,0,3.8,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,1,1,0,9,0,1,0,0,0,Bahria Town - Precinct 20,0,1,0
500,0,1,0,0,1,0,0,0,8.8,0,1,0,0,0,DHA City - Sector 7,0,1,0
500,0,1,0,0,1,0,1,0,2.8,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,5.2,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,5.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,1,0,0,7,0,1,0,0,0,Bahria Sports City,0,1,0
500,0,1,0,0,1,0,1,1,7,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,0,1,1,7.5,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,0,1,1,6.5,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,0,1,0,12,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,7.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,0,1,14,0,1,0,0,0,DHA City - Sector 3,0,1,0
500,0,1,0,0,1,0,0,1,13.5,0,1,0,0,0,DHA City - Sector 3,0,1,0
500,0,1,0,0,0,0,1,1,5.4,0,1,0,0,0,DHA City Karachi,0,1,0
500,0,1,0,0,1,1,0,1,10.5,0,1,0,0,0,DHA City - Sector 2,0,1,0
500,0,0,0,0,0,0,1,1,38.5,0,1,0,0,0,DHA Defence,0,0,1
500,0,0,0,0,0,0,1,1,70,0,1,0,0,0,DHA Defence,0,0,1
500,0,1,0,0,1,0,1,0,6.2,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,0,1,1,0,8,0,1,0,0,0,DHA City - Sector 10,0,1,0
500,0,1,0,0,1,0,0,0,9,0,1,0,0,0,DHA City - Sector 7,0,1,0
500,0,1,0,0,1,0,1,0,12.5,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,15,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,0,8,0,1,0,0,0,Bahria Town Karachi,0,1,0
500,0,1,0,0,1,0,1,1,8,0,1,0,0,0,Bahria Paradise,0,1,0
500,0,1,0,0,1,1,0,1,12.5,0,1,0,0,0,DHA City - Sector 2,0,1,0
500,0,1,0,0,1,1,0,0,4.5,0,1,0,0,0,Bahria Sports City,0,1,0
500,0,1,0,0,1,1,1,1,17.5,0,1,0,0,0,Murad Memon Goth,0,1,0
500,0,1,0,0,0,1,1,1,9,0,1,0,0,0,DHA City - Sector 9,0,1,0
